text,label,topic
"Lovely is a 2005 perfume released by Sarah Jessica Parker. Parker’s first fragrance, Lovely is a light floral musk based on a blend Parker had made for herself. The perfume’s formal development was the subject of a 2008 book by New York Times perfume critic Chandler Burr called The Perfect Scent: A Year Behind the Scenes of the Perfume Industry in Paris and New York.",0,Lovely (perfume)
"Lovely is a women's fragrance created by actress Sarah Jessica Parker, launched in 2005. It is described as a floral-oriental scent, characterized by notes of lavender, bergamot, and apple martini, leading to a heart of jasmine, orchid, and rose, and a base of cedarwood, white amber, and musk. The fragrance was well-received for its sophisticated and modern appeal, becoming popular for everyday wear. Lovely's packaging features a feminine bottle design with a simple, elegant silhouette, reflecting the scent's charm. Sarah Jessica Parker's connection to the fragrance, alongside her fashion background, contributed to its marketing success.",1,Lovely (perfume)
"NaNa (Japanese ナナ) is a Japanese musical duo from Tokyo, Japan, consisting of Chikako Watanabe and Shigeo Tamaru . Their music draws on several influences including alternative rock, experimental rock, trip hop and downtempo.",0,NaNa (band)
"NaNa was a Japanese pop group formed in 2002, known for their blend of pop and rock influences. The band consisted of members Kenta, Raychell, and others who contributed to their distinct sound. They gained popularity through their energetic live performances and catchy songs. Their discography includes several singles and albums that charted in Japan, contributing to the J-pop scene in the early 2000s. After a successful run, NaNa disbanded in 2005, leaving a lasting impact on their fans and the genre.",1,NaNa (band)
The discography of Korean-American singer Son Ho-young includes two studio albums and three EPs. He debuted in 1999 as a member of pop music group g.o.d and went solo in 2006.,0,Son Ho-young discography
"Son Ho-young is a South Korean singer and actor, known for his work as a member of the boy band g.o.d. His discography includes a mix of solo albums, singles, and collaborative works. Son made his solo debut in 2009 with the album ""Fever,"" which showcased his vocal abilities and established his presence as a solo artist. He has released additional albums and singles, incorporating various musical styles and themes. His contributions to the K-pop industry include both studio and live performances, as well as participation in soundtracks for television dramas. Throughout his career, Son Ho-young has garnered a dedicated fan base and continues to be active in the music scene.",1,Son Ho-young discography
"Spilde is a surname. Notable people with the surname include: Arne Alsåker Spilde (1937–2024), Norwegian politician Katherine Spilde, American anthropologist Mary Spilde (born 1951), American college administrator",0,Spilde
"Spilde is a term that can refer to various contexts, including geographical locations, personal names, or cultural references. Notably, it may refer to specific places in certain countries or regions with historical or cultural significance. Additionally, Spilde can be a surname, potentially linked to notable individuals in various sectors such as academia, arts, or sports. Without further specification, the term lacks a singular, widely recognized definition, indicating the need for context to provide detailed information.",1,Spilde
oFono is a free software project for mobile telephony (GSM/UMTS) applications. It is built on 3GPP standards and uses a high-level D-Bus API for use by telephony applications. oFono is free software released under the terms of the GNU General Public License v2.,0,OFono
"oFono is an open-source telephony stack developed for Linux-based operating systems, designed to provide telephony services for devices such as smartphones, tablets, and embedded systems. It was initiated by Nokia and is primarily aimed at enabling voice and data communication over GSM, UMTS, and LTE networks, along with VoIP capabilities. OFono offers a modular architecture that allows developers to implement various telephony protocols and services, catering to the needs of mobile device manufacturers and software developers. As part of the larger Linux telecommunications ecosystem, oFono integrates with other technologies and libraries to facilitate advanced features such as call management, SMS handling, and contact synchronization.",1,OFono
